name,cpu_time_us,package_energy,core_energy
MergeSort,106702306,161573561,23123258
FrogJump,16214456,37871851,3987655
Life - sequential generation,3300701,10483860,1048524
Life - parallel iterators generation,6946628,6326155,602759
Life - parallel bridge generation,1644234864,1975118418,190393796
NBody parallel iterator,357141,476012,43054
NBody parallel reduce,1449035,1685970,135206
NBody sequential,1428953,4619251,466864
QuickSort,339825,919370,92917
Travelling Salesman Problem,46592,195312,19875
MergeSort,105521087,136924882,13762610
FrogJump,25293096,38914756,3993178
Life - sequential generation,3251855,10400608,1050115
Life - parallel iterators generation,6652592,6447859,607976
Life - parallel bridge generation,1610663348,1376252947,130179652
NBody parallel iterator,150976,458434,42794
NBody parallel reduce,1346407,1671260,144233
NBody sequential,1419613,4525867,453156
QuickSort,331647,1125668,114750
Travelling Salesman Problem,36883,202636,20028
MergeSort,105864331,150312238,14998529
FrogJump,14139209,39269003,4040102
Life - sequential generation,3331566,10385777,1051217
Life - parallel iterators generation,6850560,6480025,606905
Life - parallel bridge generation,1492624255,1441956880,126439383
NBody parallel iterator,181682,458861,41922
NBody parallel reduce,1462912,1541744,132483
NBody sequential,1487308,4516407,457791
QuickSort,330446,1013303,93911
Travelling Salesman Problem,45690,98877,19890
MergeSort,108262879,146553580,14459341
FrogJump,13813277,39073691,4033035
Life - sequential generation,3334791,10243565,1053711
Life - parallel iterators generation,6624510,6348311,593977
Life - parallel bridge generation,1451639923,1385593499,124305875
NBody parallel iterator,192360,463499,42213
NBody parallel reduce,1550470,1785152,151776
NBody sequential,1451760,4584766,455772
QuickSort,331663,926206,93866
Travelling Salesman Problem,47620,73242,20104
MergeSort,108738240,154571687,19303933
FrogJump,21625670,53643478,5448591
Life - sequential generation,3374178,10302280,1055700
Life - parallel iterators generation,6748605,6446639,598597
Life - parallel bridge generation,1686555376,1495674638,146747272
NBody parallel iterator,267599,454772,43529
NBody parallel reduce,1453877,1792781,156840
NBody sequential,1440053,4553639,472311
QuickSort,321547,944822,95150
Travelling Salesman Problem,36140,98206,20365
MergeSort,108659531,144473507,14427089
FrogJump,14502033,36853422,3794216
Life - sequential generation,3271315,10226475,1056542
Life - parallel iterators generation,6782488,6374068,601000
Life - parallel bridge generation,1966003601,1502347351,144491609
NBody parallel iterator,368983,462889,43345
NBody parallel reduce,1553377,1658931,143223
NBody sequential,1424066,4461902,467185
QuickSort,338017,912474,92993
Travelling Salesman Problem,38014,94238,20043
MergeSort,106248638,143581968,14269284
FrogJump,20356981,37846583,4021177
Life - sequential generation,3368218,9723425,1048065
Life - parallel iterators generation,6664925,6539778,610761
Life - parallel bridge generation,1492543737,1328166034,127949279
NBody parallel iterator,486572,458861,54040
NBody parallel reduce,1365519,1554073,134135
NBody sequential,1452641,4687794,461631
QuickSort,339995,924497,93865
Travelling Salesman Problem,33571,97351,10236
MergeSort,105720839,148690232,20048570
FrogJump,26620574,38893699,4080771
Life - sequential generation,3315341,10272068,1074320
Life - parallel iterators generation,6896178,6378402,635103
Life - parallel bridge generation,1466074208,1314918265,124558050
NBody parallel iterator,136008,463927,42840
NBody parallel reduce,1418767,1656612,146253
NBody sequential,1447083,4520862,468410
QuickSort,329327,918881,95885
Travelling Salesman Problem,32925,208862,20380
MergeSort,105822490,147600696,14707905
FrogJump,15942830,54195357,5689550
Life - sequential generation,3315312,10305576,1079721
Life - parallel iterators generation,6784956,6630781,663943
Life - parallel bridge generation,1916268293,1355745552,128581384
NBody parallel iterator,192608,456176,44034
NBody parallel reduce,1674417,1767147,155861
NBody sequential,1445195,4550281,472449
QuickSort,353340,901731,93590
Travelling Salesman Problem,46345,203857,20288
MergeSort,108580735,137498855,13793455
FrogJump,22733593,39250510,4097661
Life - sequential generation,3347196,10581821,1072515
Life - parallel iterators generation,6812610,6421615,654763
Life - parallel bridge generation,1582762148,1434896900,146617973
NBody parallel iterator,178711,445799,53948
NBody parallel reduce,1555057,1795467,172615
NBody sequential,1426390,4505360,466880
QuickSort,329912,905088,84792
Travelling Salesman Problem,35060,193786,20196
MergeSort,111488223,158670553,20426051
FrogJump,14428195,39400534,4145994
Life - sequential generation,3370471,10704257,1069516
Life - parallel iterators generation,6795729,6627302,665963
Life - parallel bridge generation,1577539705,1384572078,131558197
NBody parallel iterator,406007,466125,42244
NBody parallel reduce,1549043,1648799,146727
NBody sequential,1419711,4502185,462916
QuickSort,347413,911863,94370
Travelling Salesman Problem,38208,205200,20104
MergeSort,102669264,152585975,15162116
FrogJump,20985658,38182459,3977097
Life - sequential generation,3335060,10242039,1061943
Life - parallel iterators generation,6814888,6405074,639310
Life - parallel bridge generation,1576928289,1354405651,127873162
NBody parallel iterator,464460,439330,42060
NBody parallel reduce,1646312,1780940,154882
NBody sequential,1428223,4743640,486066
QuickSort,320756,976071,97598
Travelling Salesman Problem,36079,100830,20288
MergeSort,106887911,156231839,18591856
FrogJump,18524310,38453515,3944019
Life - sequential generation,3302232,10269383,1046015
Life - parallel iterators generation,6948008,6691390,623690
Life - parallel bridge generation,1707228729,1508441756,141302461
NBody parallel iterator,498884,467529,42840
NBody parallel reduce,1333253,1785152,153015
NBody sequential,1425681,4687061,456613
QuickSort,343702,831663,81656
Travelling Salesman Problem,35527,191528,19844
MergeSort,108566580,145993035,14285932
FrogJump,14631953,38617821,3929591
Life - sequential generation,3272515,10446079,1051155
Life - parallel iterators generation,7081487,6374862,622771
Life - parallel bridge generation,2483171690,1431266782,127209632
NBody parallel iterator,341846,472716,41570
NBody parallel reduce,1502960,1895747,162823
NBody sequential,1421274,4583545,457088
QuickSort,338175,942259,91280
Travelling Salesman Problem,34359,198608,19921
MergeSort,105592401,142208986,13861127
FrogJump,14625056,38833946,3940561
Life - sequential generation,3356040,10286046,1046612
Life - parallel iterators generation,6690574,6434005,594604
Life - parallel bridge generation,1970651562,1382689636,122215466
NBody parallel iterator,101398,459715,42274
NBody parallel reduce,1309971,1762020,154255
NBody sequential,1434254,4608570,466512
QuickSort,326840,810667,80080
Travelling Salesman Problem,33309,174438,20165
MergeSort,104450210,147261708,14925012
FrogJump,14115116,37845362,3929790
Life - sequential generation,3296135,10490574,1041135
Life - parallel iterators generation,6744879,6323592,604242
Life - parallel bridge generation,1577056961,1382308718,127875870
NBody parallel iterator,198783,461791,42197
NBody parallel reduce,1357921,1648922,143835
NBody sequential,1432295,4498523,469022
QuickSort,334193,927061,90301
Travelling Salesman Problem,34904,198303,20165
MergeSort,107563686,139547006,14167494
FrogJump,18505343,38987144,4062854
Life - sequential generation,3325493,10229710,1063243
Life - parallel iterators generation,6833527,6427840,606859
Life - parallel bridge generation,1628198910,1406330323,143298300
NBody parallel iterator,354588,442565,44003
NBody parallel reduce,1496485,1680416,158111
NBody sequential,1428326,4598560,488284
QuickSort,332938,1027768,108508
Travelling Salesman Problem,35665,104675,10434
MergeSort,113437091,146521170,15373272
FrogJump,14129282,39855306,4244786
Life - sequential generation,3301758,10410313,1099626
Life - parallel iterators generation,6789683,6273177,638898
Life - parallel bridge generation,1600241617,1413935956,130379593
NBody parallel iterator,166248,466979,43681
NBody parallel reduce,1483569,1561519,146253
NBody sequential,1455954,4477467,474468
QuickSort,333289,940489,93406
Travelling Salesman Problem,33628,177368,20731
MergeSort,106771131,145468988,15133475
FrogJump,20826365,38195398,4069524
Life - sequential generation,3396443,10409031,1079598
Life - parallel iterators generation,7176513,6529829,644651
Life - parallel bridge generation,1480217306,1363846179,123052300
NBody parallel iterator,54375,456908,55386
NBody parallel reduce,1436792,1761959,159257
NBody sequential,1415985,4626636,493654
QuickSort,346560,825987,85374
Travelling Salesman Problem,34777,105042,10450
MergeSort,105112239,144735347,14959973
FrogJump,15587410,38028406,4087471
Life - sequential generation,3341690,10134984,1089696
Life - parallel iterators generation,6663979,6426009,627193
Life - parallel bridge generation,2121758816,1852146138,168752268
NBody parallel iterator,305802,469786,45105
NBody parallel reduce,1501066,1764461,161293
NBody sequential,1434652,4461048,483266
QuickSort,341018,902219,95762
Travelling Salesman Problem,34970,198303,20747
MergeSort,109306021,144022214,14947503
FrogJump,14411212,38797692,4208892
Life - sequential generation,3323740,10713657,1111621
Life - parallel iterators generation,6776813,6420332,636786
Life - parallel bridge generation,1762014020,1469024987,133781578
NBody parallel iterator,434100,474730,43498
NBody parallel reduce,1655382,1653927,147079
NBody sequential,1449831,4565601,478921
QuickSort,355152,922422,95288
Travelling Salesman Problem,34508,197692,20991
