name,cpu_time_us,package_energy,core_energy
Travelling Salesman Problem,36574,99182,9639
MergeSort,111117296,152522925,15471069
FrogJump,13789665,39083884,4035100
Life - sequential generation,3428012,10290623,1050345
Life - parallel iterators generation,6774013,6411238,614356
Life - parallel bridge generation,1731447168,1257108415,109600540
NBody parallel iterator,445503,457091,54483
NBody parallel reduce,1470786,1860469,162256
NBody sequential,1477558,4725451,456537
QuickSort,343141,888731,89367
Travelling Salesman Problem,37412,105102,9777
MergeSort,105796360,142299197,14169605
FrogJump,14640407,39020957,4028276
Life - sequential generation,3413360,10098423,1037355
Life - parallel iterators generation,6810418,6486800,616728
Life - parallel bridge generation,1455650947,1286379397,111936422
NBody parallel iterator,166252,453856,43896
NBody parallel reduce,1353821,1864741,165072
NBody sequential,1491230,4467335,460009
QuickSort,335352,921201,88832
Travelling Salesman Problem,34930,196532,19584
MergeSort,111681057,143507201,15294262
FrogJump,22243800,40589129,3985130
Life - sequential generation,3505225,10716647,1033453
Life - parallel iterators generation,6614097,6386275,595476
Life - parallel bridge generation,1694160125,1284032724,127342252
NBody parallel iterator,476348,463011,41968
NBody parallel reduce,1653332,1737361,154561
NBody sequential,1510299,4390613,450753
QuickSort,356485,913389,88281
Travelling Salesman Problem,67858,190796,19431
MergeSort,109182581,139194712,13898428
FrogJump,20448034,40164631,4126425
Life - sequential generation,3392405,10340000,1042098
Life - parallel iterators generation,6846662,6488020,614264
Life - parallel bridge generation,1644756635,1480723870,129635569
NBody parallel iterator,449177,565062,52372
NBody parallel reduce,1594234,1753840,155019
NBody sequential,1466893,4784777,460148
QuickSort,334079,936949,89214
Travelling Salesman Problem,37606,103942,19692
MergeSort,108705747,145688958,19018175
FrogJump,20738658,40638873,4179684
Life - sequential generation,3428338,10252415,1047560
Life - parallel iterators generation,6959343,6492232,610317
Life - parallel bridge generation,1459957564,1374949361,128440731
NBody parallel iterator,555657,465331,44034
NBody parallel reduce,1372712,1672359,151898
NBody sequential,1497554,4466053,481415
QuickSort,320862,810118,83370
Travelling Salesman Problem,34972,192688,20502
MergeSort,107631319,139227916,14547041
FrogJump,24218035,55724345,5963879
Life - sequential generation,3412212,10117528,1091946
Life - parallel iterators generation,6848405,6307173,630942
Life - parallel bridge generation,1658353688,1356935918,127028082
NBody parallel iterator,224130,486266,43666
NBody parallel reduce,1625277,1698604,147921
NBody sequential,1510376,4556873,480848
QuickSort,360345,910398,93223
Travelling Salesman Problem,48634,196167,20762
MergeSort,107759169,143117248,15059560
FrogJump,14693342,38079309,4099313
Life - sequential generation,3439728,10736789,1096551
Life - parallel iterators generation,6660823,6320418,617937
Life - parallel bridge generation,1630271123,1441766024,140869717
NBody parallel iterator,115119,565489,44355
NBody parallel reduce,1444244,1689022,147125
NBody sequential,1483093,4440845,476748
QuickSort,348710,922117,94447
Travelling Salesman Problem,36967,99854,10465
MergeSort,108810513,136298906,14139235
FrogJump,21591789,39869832,4262641
Life - sequential generation,3450998,10637851,1125132
Life - parallel iterators generation,6491919,6417830,637688
Life - parallel bridge generation,2333761017,1450844980,139289257
NBody parallel iterator,386122,563719,55983
NBody parallel reduce,1615967,1780513,164521
NBody sequential,1516427,4508228,477513
QuickSort,350524,823973,95702
Travelling Salesman Problem,43837,106445,10281
MergeSort,112353679,150644084,22588064
FrogJump,19988212,39857259,4327268
Life - sequential generation,3458526,10728854,1114344
Life - parallel iterators generation,6605046,6526107,655743
Life - parallel bridge generation,1680480878,1788003174,173050435
NBody parallel iterator,163067,444456,41601
NBody parallel reduce,1674549,1858882,165531
NBody sequential,1500668,4519825,466344
QuickSort,334228,889524,88969
Travelling Salesman Problem,37218,103149,9823
MergeSort,112120627,155058808,15159591
FrogJump,19958658,58085850,6014261
Life - sequential generation,3563810,10669711,1074167
Life - parallel iterators generation,6828567,6403487,608098
Life - parallel bridge generation,1532178997,1328669694,127015520
NBody parallel iterator,267638,467162,42519
NBody parallel reduce,1745686,1744991,157820
NBody sequential,1493762,4465687,460606
QuickSort,329979,902769,91249
Travelling Salesman Problem,55184,224425,19722
MergeSort,110100278,143085511,14400957
FrogJump,14930359,38480981,4026746
Life - sequential generation,3434879,10292515,1077671
Life - parallel iterators generation,6869940,6301070,627070
Life - parallel bridge generation,1664397497,1387028065,133426970
NBody parallel iterator,196685,462280,43804
NBody parallel reduce,1576540,1648739,145671
NBody sequential,1460689,4637805,463437
QuickSort,340275,958188,91203
Travelling Salesman Problem,34676,105652,10190
MergeSort,109986617,145871209,19913379
FrogJump,22340884,38297571,4021039
Life - sequential generation,3406290,10204564,1063182
Life - parallel iterators generation,6729221,6180709,594833
Life - parallel bridge generation,1653267760,2045561841,197400064
NBody parallel iterator,315904,428283,42565
NBody parallel reduce,1578557,1764827,155555
NBody sequential,1482890,4438648,460286
QuickSort,350959,885068,90638
Travelling Salesman Problem,34467,96070,10037
MergeSort,118624815,153991854,15244231
FrogJump,14685987,37776698,3956595
Life - sequential generation,3372761,10055089,1059647
Life - parallel iterators generation,6695680,6601851,640825
Life - parallel bridge generation,1645440557,1408572993,129546905
NBody parallel iterator,356012,455321,43605
NBody parallel reduce,1641219,1868221,162639
NBody sequential,1496163,4481556,455802
QuickSort,349755,911436,89689
Travelling Salesman Problem,33738,121826,9777
MergeSort,109081049,138925975,14108849
FrogJump,25383056,38749047,4025568
Life - sequential generation,3380783,10114293,1066012
Life - parallel iterators generation,6750975,6282332,601872
Life - parallel bridge generation,1539246920,1350246055,122400612
NBody parallel iterator,301106,460387,44033
NBody parallel reduce,1463659,1646602,146697
NBody sequential,1492341,4708850,475019
QuickSort,343546,899778,92855
Travelling Salesman Problem,35798,102966,10190
MergeSort,112162270,165153325,16923040
FrogJump,16032138,39170371,4129822
Life - sequential generation,3428087,10185216,1065890
Life - parallel iterators generation,6548450,6307784,615335
Life - parallel bridge generation,1483934762,1303474996,116479175
NBody parallel iterator,428089,447326,43482
NBody parallel reduce,1378022,1659054,149756
NBody sequential,1510786,4451710,459842
QuickSort,342723,922483,92290
Travelling Salesman Problem,36482,212158,20257
MergeSort,111013125,149348738,19921993
FrogJump,15301275,38134668,3880218
Life - sequential generation,3378014,10516758,1066869
Life - parallel iterators generation,7074851,6410934,626305
Life - parallel bridge generation,2093438080,2078503285,205462323
NBody parallel iterator,314933,450011,44279
NBody parallel reduce,1592771,1753902,157498
NBody sequential,1466725,4473011,462794
QuickSort,344646,798033,92122
Travelling Salesman Problem,34337,202026,20181
MergeSort,108354139,143165649,14422698
FrogJump,14868296,38766441,4025965
Life - sequential generation,3461327,10574192,1064176
Life - parallel iterators generation,6623437,6532820,624959
Life - parallel bridge generation,1578313633,1366842387,123055927
NBody parallel iterator,356711,465697,43788
NBody parallel reduce,1643101,1769039,154759
NBody sequential,1487795,4770557,472785
QuickSort,354847,923703,91371
Travelling Salesman Problem,35404,102295,9868
MergeSort,109665999,145604974,15119874
FrogJump,15125303,38891624,3916448
Life - sequential generation,3660396,10439914,1061697
Life - parallel iterators generation,6906299,6288741,607395
Life - parallel bridge generation,1563943574,1370340547,120491815
NBody parallel iterator,347075,436095,54101
NBody parallel reduce,1551432,1758296,157743
NBody sequential,1501113,4588978,470551
QuickSort,343803,895750,90117
Travelling Salesman Problem,35633,95459,10083
MergeSort,117846272,142096926,14457964
FrogJump,14481078,37138943,3910910
Life - sequential generation,3475303,10358067,1072897
Life - parallel iterators generation,6938247,6644758,640581
Life - parallel bridge generation,2394621902,1376737442,130988012
NBody parallel iterator,185775,461791,41831
NBody parallel reduce,1456165,1753719,151134
NBody sequential,1535317,4567982,464615
QuickSort,344111,919859,88556
Travelling Salesman Problem,35729,203613,19706
