name,cpu_time_us,package_energy,core_energy
FrogJump,15193761,39099753,4177069
Life - sequential generation,3612054,10671176,1116211
Life - parallel iterators generation,7063246,6805646,689877
Life - parallel bridge generation,1702282870,1423475176,129280472
NBody parallel iterator,321479,454772,35236
NBody parallel reduce,1472590,1763423,162945
NBody sequential,1567407,4434437,476824
QuickSort,343893,1012510,104974
Travelling Salesman Problem,38838,99609,20961
MergeSort,113347493,144645565,14804127
FrogJump,16220964,38185816,4310989
Life - sequential generation,3693632,10440891,1107567
Life - parallel iterators generation,6819250,6658552,673322
Life - parallel bridge generation,1580938558,2012791844,188490768
NBody parallel iterator,329725,463134,47124
NBody parallel reduce,1814399,1970209,189919
NBody sequential,1559257,4539356,489095
QuickSort,348522,913694,94600
Travelling Salesman Problem,44767,200622,20976
MergeSort,118002852,150576397,16268827
FrogJump,16059907,38150720,4250509
Life - sequential generation,3676419,10514073,1123708
Life - parallel iterators generation,6952070,6805525,688898
Life - parallel bridge generation,1481547548,1682838221,168496513
NBody parallel iterator,381510,452940,45839
NBody parallel reduce,1599871,1855953,171330
NBody sequential,1570249,4457569,487963
QuickSort,360141,784849,94141
Travelling Salesman Problem,46618,192687,20716
MergeSort,114252348,147221242,15095133
FrogJump,15843636,38032007,4105831
Life - sequential generation,3583077,10427891,1119975
Life - parallel iterators generation,6834529,6676436,660853
Life - parallel bridge generation,1444762050,1280735552,116465238
NBody parallel iterator,360769,460631,47108
NBody parallel reduce,1678685,1848872,185727
NBody sequential,1527184,4805408,479334
QuickSort,333605,926268,94523
Travelling Salesman Problem,39719,105896,10373
MergeSort,115844621,155535490,24157323
FrogJump,14336489,38346704,4095366
Life - sequential generation,3683702,10693515,1099168
Life - parallel iterators generation,6837013,6603865,647771
Life - parallel bridge generation,1856169167,1309023932,123429598
NBody parallel iterator,327844,463743,45778
NBody parallel reduce,1689432,1987971,184288
NBody sequential,1575242,4603626,489829
QuickSort,359885,923338,94646
Travelling Salesman Problem,36627,195861,10465
MergeSort,115737517,154493013,15393514
FrogJump,21882440,37699062,3962210
Life - sequential generation,3696499,10145298,1063519
Life - parallel iterators generation,6907764,6397323,611740
Life - parallel bridge generation,1534595998,1337484003,119237964
NBody parallel iterator,442975,571287,55172
NBody parallel reduce,1676685,1858027,174206
NBody sequential,1562560,4632557,460836
QuickSort,347918,918943,90729
Travelling Salesman Problem,38294,97656,10037
MergeSort,113883659,154698029,24268722
FrogJump,17536370,40225178,4280588
Life - sequential generation,3602919,10658725,1070342
Life - parallel iterators generation,6769976,6595564,626367
Life - parallel bridge generation,1510823378,1467830837,131390999
NBody parallel iterator,295370,464599,45089
NBody parallel reduce,1819426,1880305,163328
NBody sequential,1545422,4652271,458587
QuickSort,343992,877134,90699
Travelling Salesman Problem,38065,196594,19890
