name,cpu_time_us,package_energy,core_energy
FrogJump,14677712,37171292,3811092
Life - sequential generation,3183307,10446140,1049580
Life - parallel iterators generation,6783171,6405135,606676
Life - parallel bridge generation,1631407923,1651471847,157653189
NBody parallel iterator,292340,458495,42763
NBody parallel reduce,1480155,1874996,165928
NBody sequential,1384951,4429005,464738
QuickSort,330355,913999,91478
Travelling Salesman Problem,36005,102783,10144
MergeSort,100553977,143554747,14849598
FrogJump,27614062,39709371,4121882
Life - sequential generation,3220227,10183202,1073157
Life - parallel iterators generation,6816237,6610884,625740
Life - parallel bridge generation,1711097209,1474109263,130685058
NBody parallel iterator,511559,464232,43666
NBody parallel reduce,1276458,1649471,146268
NBody sequential,1355989,4624500,469573
QuickSort,328603,926938,99420
Travelling Salesman Problem,33393,204284,20425
MergeSort,100589945,141471195,14197956
FrogJump,20614221,37061490,3948302
Life - sequential generation,3190432,10015966,1071015
Life - parallel iterators generation,6579665,6974470,671777
Life - parallel bridge generation,1737674254,1515055997,138789972
NBody parallel iterator,435579,462706,43589
NBody parallel reduce,1619109,1668148,145381
NBody sequential,1407506,4624500,470444
QuickSort,322187,917600,93652
Travelling Salesman Problem,35604,193176,20471
MergeSort,104194870,141440922,14127071
FrogJump,13684020,36762235,3890392
Life - sequential generation,3156457,10092564,1067282
Life - parallel iterators generation,6740431,6415084,614830
Life - parallel bridge generation,1697144429,1528719536,146012490
NBody parallel iterator,429675,468200,42595
NBody parallel reduce,1648392,1670161,144463
NBody sequential,1398700,4700855,476029
QuickSort,335940,889219,92978
Travelling Salesman Problem,42817,106139,10144
MergeSort,100470157,142749635,14608915
FrogJump,19838309,37374538,3943101
Life - sequential generation,3167952,10130468,1060290
Life - parallel iterators generation,7274533,6535444,621150
Life - parallel bridge generation,2118359044,1882796572,168090910
NBody parallel iterator,78385,457702,43865
NBody parallel reduce,1417356,1761409,157268
NBody sequential,1395075,4650257,465594
QuickSort,320310,923399,99649
Travelling Salesman Problem,37822,205627,20425
MergeSort,103368957,151529519,20470114
FrogJump,14287150,36836759,3869416
Life - sequential generation,3160883,10558628,1067848
Life - parallel iterators generation,6523946,6486678,646624
Life - parallel bridge generation,1677552154,1505383902,132509107
NBody parallel iterator,313315,466369,42718
NBody parallel reduce,1525057,1775325,155112
NBody sequential,1360479,4657459,463758
QuickSort,330823,1040464,98777
Travelling Salesman Problem,37205,216003,20319
MergeSort,102370143,152202247,23812139
FrogJump,13487276,37739588,3952097
Life - sequential generation,3091265,10132848,1051110
Life - parallel iterators generation,6294357,6958112,697970
Life - parallel bridge generation,1634495561,1519983230,133085184
NBody parallel iterator,244680,466308,53367
NBody parallel reduce,1505886,1781245,148608
NBody sequential,1343772,4534717,463437
QuickSort,339789,1013303,103244
Travelling Salesman Problem,38336,97656,10098
MergeSort,99872918,139931099,14250191
FrogJump,13602050,38499108,4012303
Life - sequential generation,3128584,10353429,1063289
Life - parallel iterators generation,7062747,6603560,652162
Life - parallel bridge generation,1718449084,1476319645,129180425
NBody parallel iterator,430424,446715,53274
NBody parallel reduce,1379297,1762751,153398
NBody sequential,1353442,4449451,456353
QuickSort,337798,916502,90882
Travelling Salesman Problem,34358,199401,20058
MergeSort,102102929,145734002,19876613
FrogJump,16698936,37791346,4051332
Life - sequential generation,3180685,10193150,1093751
Life - parallel iterators generation,6772371,6484420,652086
Life - parallel bridge generation,1720266354,1525959900,133504144
NBody parallel iterator,352621,467467,43697
NBody parallel reduce,1505092,1778377,159181
NBody sequential,1352619,4409718,468961
QuickSort,319133,1027830,103321
Travelling Salesman Problem,35694,103149,10205
MergeSort,103596167,149145309,14285870
FrogJump,15380139,37885889,3989567
Life - sequential generation,3102699,10212682,1055517
Life - parallel iterators generation,6833898,6490706,640015
Life - parallel bridge generation,1610243401,1396454494,123102469
NBody parallel iterator,343842,459105,41249
NBody parallel reduce,1551853,1654659,144310
NBody sequential,1359249,4678760,459567
QuickSort,325156,902769,90438
Travelling Salesman Problem,34911,201721,19921
MergeSort,100989919,142026919,13985470
FrogJump,15352121,37436306,3941570
Life - sequential generation,3118819,10147862,1049106
Life - parallel iterators generation,6909683,6352462,627621
Life - parallel bridge generation,1498718605,1368257972,119069160
NBody parallel iterator,442219,475646,41601
NBody parallel reduce,1654814,1780147,153260
NBody sequential,1363666,4384694,452482
QuickSort,336035,896665,88970
Travelling Salesman Problem,43146,197753,19874
MergeSort,101269398,146504935,18987177
FrogJump,13433537,38410973,3940147
Life - sequential generation,3110012,10080541,1038304
Life - parallel iterators generation,6514966,6361556,626015
Life - parallel bridge generation,1497819232,2013715732,178783239
NBody parallel iterator,106669,474486,41983
NBody parallel reduce,1361960,1656917,143713
NBody sequential,1366390,4341054,455771
QuickSort,321202,879759,89123
Travelling Salesman Problem,32274,189575,19691
MergeSort,100296987,141505375,14099471
FrogJump,16977452,75184317,7981001
Life - sequential generation,3142979,10137120,1049779
Life - parallel iterators generation,6888016,6305526,596287
Life - parallel bridge generation,1547999656,2055860398,183172748
NBody parallel iterator,346400,449034,41386
NBody parallel reduce,1276982,1665096,144096
NBody sequential,1351566,4626941,454502
QuickSort,323289,910887,89321
Travelling Salesman Problem,31432,100159,9960
MergeSort,101299884,147040518,14560995
FrogJump,13509183,36938199,3818773
Life - sequential generation,3083153,10559238,1055700
Life - parallel iterators generation,6830776,6544844,651490
Life - parallel bridge generation,1548533348,1987270425,177662407
NBody parallel iterator,414457,442015,42305
NBody parallel reduce,1621282,1773494,154912
NBody sequential,1393978,4445179,456965
QuickSort,342342,901121,89704
Travelling Salesman Problem,36402,99121,10036
MergeSort,103058733,151941811,19346941
FrogJump,12602169,38294885,3935023
Life - sequential generation,3182519,10268834,1055195
Life - parallel iterators generation,6760475,6207015,586449
Life - parallel bridge generation,1555983041,1382246462,120707438
NBody parallel iterator,102199,561461,53305
NBody parallel reduce,1463281,1770259,153703
NBody sequential,1360230,4480152,456536
QuickSort,337858,906248,89459
Travelling Salesman Problem,36328,101074,9991
MergeSort,107844214,155277007,20870103
FrogJump,14576936,37724635,3889260
Life - sequential generation,3178374,10234898,1051493
Life - parallel iterators generation,7026818,6430159,643457
Life - parallel bridge generation,1500454802,1399412616,123233850
NBody parallel iterator,530406,1105160,121390
NBody parallel reduce,2058803,1889338,170289
NBody sequential,1360717,4537220,461494
QuickSort,329850,1023312,100200
Travelling Salesman Problem,47731,197998,20349
MergeSort,104036217,141619510,14366378
FrogJump,12236006,37433498,3918483
Life - sequential generation,3149661,10124913,1058959
Life - parallel iterators generation,6785805,6409591,607961
Life - parallel bridge generation,1535682051,1345635105,118969220
NBody parallel iterator,367343,343321,42090
NBody parallel reduce,1431943,1668575,143682
NBody sequential,1360913,4620167,457730
QuickSort,317440,1005796,99971
Travelling Salesman Problem,35386,101928,10006
MergeSort,102006229,136488542,13806858
FrogJump,12541901,37275173,3925674
Life - sequential generation,3101780,9941259,1053084
Life - parallel iterators generation,6856590,6737104,674669
Life - parallel bridge generation,1461611669,1332484016,118495853
NBody parallel iterator,185753,454223,44079
NBody parallel reduce,1524619,1875850,163129
NBody sequential,1336523,4446217,472984
QuickSort,338692,916196,93085
Travelling Salesman Problem,32567,100097,10266
MergeSort,97700718,155708098,21199114
FrogJump,13284507,37116909,4003031
Life - sequential generation,3057319,10386448,1088809
Life - parallel iterators generation,6636136,6585798,692508
Life - parallel bridge generation,1458573163,1970414572,178016494
NBody parallel iterator,480749,565307,55340
NBody parallel reduce,1225889,1762752,171467
NBody sequential,1380388,4367787,469679
QuickSort,316155,931333,92595
Travelling Salesman Problem,34657,113159,10282
MergeSort,98907877,146805106,19115682
FrogJump,13401064,38529198,4162335
Life - sequential generation,3056601,10430027,1087187
Life - parallel iterators generation,6830714,6655196,689372
Life - parallel bridge generation,1536548218,1299062776,113862477
NBody parallel iterator,20281,447508,42717
NBody parallel reduce,1477575,1664242,150001
NBody sequential,1304298,4519153,469190
QuickSort,312696,907041,91861
Travelling Salesman Problem,30735,196350,20349
MergeSort,101821858,137736830,14179290
FrogJump,12255816,37121487,3990592
Life - sequential generation,3059919,9955358,1061483
Life - parallel iterators generation,6860416,6313704,652790
Life - parallel bridge generation,1915468991,1334138125,117097341
NBody parallel iterator,367809,453429,44110
NBody parallel reduce,1369498,1659541,151011
NBody sequential,1317887,4400379,465120
QuickSort,319675,910520,81198
Travelling Salesman Problem,33079,75500,10251
