name,cpu_time_us,package_energy,core_energy
MergeSort,76175647,134226401,20535645
FrogJump,10999896,29167894,3309191
Life - sequential generation,1929886,8006083,943520
Life - parallel iterators generation,7136362,6360396,601229
Life - parallel bridge generation,1663823477,2088582971,189735973
NBody parallel iterator,230952,463317,42366
NBody parallel reduce,1450793,1884456,164322
NBody sequential,812113,3861440,439049
QuickSort,229069,792234,85940
Travelling Salesman Problem,22727,180298,9777
MergeSort,71471332,131350555,14622960
FrogJump,7714161,29652757,3278377
Life - sequential generation,1884480,8710976,992358
Life - parallel iterators generation,6545697,6418685,606492
Life - parallel bridge generation,1547160816,1402508922,124835744
NBody parallel iterator,59176,448730,42824
NBody parallel reduce,1395562,1640987,146161
NBody sequential,865138,3759756,430649
QuickSort,255875,840330,95502
Travelling Salesman Problem,21616,87219,9639
MergeSort,72153244,115196117,12942117
FrogJump,7818702,29811630,3308365
Life - sequential generation,2107220,8670022,999778
Life - parallel iterators generation,6140219,6442793,619421
Life - parallel bridge generation,1569696139,1379320688,123904204
NBody parallel iterator,124024,431944,32069
NBody parallel reduce,1299835,1652096,147309
NBody sequential,827184,4222401,442782
QuickSort,244228,881041,96206
Travelling Salesman Problem,18848,196472,19553
MergeSort,72233970,135840412,22921481
FrogJump,9295041,30770002,3387038
Life - sequential generation,1894647,9321143,993597
Life - parallel iterators generation,6997049,6353255,609888
Life - parallel bridge generation,1537425441,1486626993,142541822
NBody parallel iterator,1204,453307,42656
NBody parallel reduce,1734492,1636409,148074
NBody sequential,816145,3644400,435484
QuickSort,240471,847654,84333
Travelling Salesman Problem,24643,92346,9823
MergeSort,69241103,125229110,13711524
FrogJump,9319061,30161788,3389424
Life - sequential generation,1859068,8524576,996581
Life - parallel iterators generation,6235230,6322311,607839
Life - parallel bridge generation,1709576899,1491726284,142018578
NBody parallel iterator,313136,885129,86598
NBody parallel reduce,1757809,1776851,157621
NBody sequential,829031,3788503,431001
QuickSort,252820,871092,84762
Travelling Salesman Problem,19163,92224,19875
MergeSort,68753360,125469528,13559794
FrogJump,8626321,29908432,3442347
Life - sequential generation,1965265,8681497,989436
Life - parallel iterators generation,6678460,5707749,562321
Life - parallel bridge generation,1640283017,2181490936,206467563
NBody parallel iterator,140818,450804,42672
NBody parallel reduce,1864686,1736262,156672
NBody sequential,844806,3672292,436693
QuickSort,244408,842222,97828
Travelling Salesman Problem,19299,85632,10006
MergeSort,68018606,120275815,13563725
FrogJump,7205497,29494248,3397870
Life - sequential generation,1940540,9289283,992633
Life - parallel iterators generation,6622589,5642686,559215
Life - parallel bridge generation,1605152687,1669290710,151639769
NBody parallel iterator,415884,461058,42932
NBody parallel reduce,1614344,1630001,144142
NBody sequential,808784,3851919,430725
QuickSort,229109,898680,93697
Travelling Salesman Problem,22511,181152,19829
MergeSort,69359966,124746507,13331976
FrogJump,9876406,30598372,3442408
Life - sequential generation,1978639,8530069,987233
Life - parallel iterators generation,7062030,6563704,630498
Life - parallel bridge generation,1546474852,1253664698,111966211
NBody parallel iterator,59307,450500,53122
NBody parallel reduce,1461757,1753291,165484
NBody sequential,801036,3811513,429823
QuickSort,244694,931028,106764
Travelling Salesman Problem,21038,183105,19798
MergeSort,72743608,127849710,13804991
FrogJump,7447960,30501143,3367484
Life - sequential generation,1936355,8777139,987753
Life - parallel iterators generation,6884307,6334395,610852
Life - parallel bridge generation,1431134832,1309360601,127768096
NBody parallel iterator,342443,549437,52509
NBody parallel reduce,1220040,1639217,143759
NBody sequential,860391,3761953,434596
QuickSort,240193,748289,86032
Travelling Salesman Problem,18391,97534,10006
MergeSort,72461399,133871971,20957910
FrogJump,7184648,31183941,3523896
Life - sequential generation,1953308,9437048,1002104
Life - parallel iterators generation,6640224,6264144,602284
Life - parallel bridge generation,1500527654,1270408063,113850543
NBody parallel iterator,281915,457274,43070
NBody parallel reduce,1599777,1755855,156014
NBody sequential,868182,3734060,428768
QuickSort,237941,842771,96865
Travelling Salesman Problem,21613,189696,19905
MergeSort,69965254,117289982,13604943
FrogJump,7907282,31026899,3528425
Life - sequential generation,1929140,8693948,1004567
Life - parallel iterators generation,6734702,6318466,610791
Life - parallel bridge generation,1688739070,1319509073,117815752
NBody parallel iterator,276615,452330,42519
NBody parallel reduce,1901794,1741939,167275
NBody sequential,856977,4144094,429288
QuickSort,240610,873655,93881
Travelling Salesman Problem,20908,94055,9777
MergeSort,70894059,131535552,19418010
FrogJump,7146241,31540630,3555077
Life - sequential generation,1973698,8790565,993261
Life - parallel iterators generation,7218923,6392379,597664
Life - parallel bridge generation,1889576645,1321724033,126997344
NBody parallel iterator,15965,549498,52785
NBody parallel reduce,1308598,1759151,153489
NBody sequential,869982,3807180,427742
QuickSort,248558,955259,104407
Travelling Salesman Problem,19898,181579,19599
MergeSort,72307588,125570968,13444982
FrogJump,7763625,30629316,3445804
Life - sequential generation,2002500,8530068,983698
Life - parallel iterators generation,6769544,6140792,585163
Life - parallel bridge generation,1434804001,1392073218,134378568
NBody parallel iterator,111217,461668,42748
NBody parallel reduce,1365074,1758968,154346
NBody sequential,882249,4235340,443715
QuickSort,250948,882871,95762
Travelling Salesman Problem,23409,90148,9945
MergeSort,70720661,127914773,19080248
FrogJump,7542160,30436995,3428639
Life - sequential generation,2015757,9341773,997774
Life - parallel iterators generation,6944320,6379378,612826
Life - parallel bridge generation,1467077377,1255231345,112953551
NBody parallel iterator,434327,344359,32130
NBody parallel reduce,1295647,1643245,142917
NBody sequential,841046,3856497,431567
QuickSort,244577,829648,95150
Travelling Salesman Problem,20186,92895,9822
