name,cpu_time_us,package_energy,core_energy
Life - parallel bridge generation,1508667070,1439901526,134528432
NBody parallel iterator,225134,465697,43605
NBody parallel reduce,1366663,1758540,160528
NBody sequential,907630,3938405,436142
QuickSort,251993,856199,95823
Travelling Salesman Problem,31268,92590,19752
MergeSort,72664207,136715715,20275483
FrogJump,8458456,31395733,3382417
Life - sequential generation,2093766,8500894,948891
Life - parallel iterators generation,6772778,6400008,643350
Life - parallel bridge generation,1646947005,1347065521,125060670
NBody parallel iterator,319527,565489,54606
NBody parallel reduce,1587959,1616451,160237
NBody sequential,915239,4145863,435989
QuickSort,254142,804625,86797
Travelling Salesman Problem,25559,90454,19798
MergeSort,75946261,131040558,19440516
FrogJump,8271396,30353011,3382111
Life - sequential generation,2015824,9014565,1023494
Life - parallel iterators generation,6582605,6499435,659996
Life - parallel bridge generation,1494943729,1357633365,120359378
NBody parallel iterator,277112,517699,53183
NBody parallel reduce,1406329,1654232,147415
NBody sequential,891660,4177297,431980
QuickSort,256859,930479,105922
Travelling Salesman Problem,26091,91858,9899
MergeSort,73746905,123441273,13251621
FrogJump,8724256,31678629,3492760
Life - sequential generation,2247799,8823891,999381
Life - parallel iterators generation,7101682,6262679,628234
Life - parallel bridge generation,2059755658,1401414809,134348061
NBody parallel iterator,574378,464843,42473
NBody parallel reduce,1276011,1641536,147461
NBody sequential,872091,3823293,433265
QuickSort,241567,860899,98608
Travelling Salesman Problem,21505,177490,19997
MergeSort,72929362,123700001,13334868
FrogJump,8422216,30749799,3369887
Life - sequential generation,2076340,8834389,1009922
Life - parallel iterators generation,6968817,6706709,684522
Life - parallel bridge generation,1594112709,1348765407,133228269
NBody parallel iterator,167022,447569,43835
NBody parallel reduce,1389718,1891597,171436
NBody sequential,913494,3876577,435667
QuickSort,240846,872007,91020
Travelling Salesman Problem,22018,191528,19997
MergeSort,74490135,123967273,13316737
FrogJump,12600436,32367837,3582724
Life - sequential generation,2005219,8929237,1023080
Life - parallel iterators generation,6779275,6246749,604167
Life - parallel bridge generation,2113703132,1970946981,189543055
NBody parallel iterator,387495,458311,43789
NBody parallel reduce,1455864,1733516,155815
NBody sequential,882934,3923635,437947
QuickSort,257133,859556,84747
Travelling Salesman Problem,27380,184570,19920
MergeSort,75066091,125918379,13500965
FrogJump,11372842,29949874,3356438
Life - sequential generation,2067279,8863747,1009478
Life - parallel iterators generation,6339315,6500288,645721
Life - parallel bridge generation,1907219372,1488490574,146228587
NBody parallel iterator,255084,544921,53642
NBody parallel reduce,1307802,1630001,157835
NBody sequential,985419,3915579,437779
QuickSort,261666,850949,101194
Travelling Salesman Problem,21718,97961,9960
MergeSort,78231999,136690019,14272483
FrogJump,10362322,29676255,3492592
Life - sequential generation,2169480,8661294,1022514
Life - parallel iterators generation,6962514,6506331,654748
Life - parallel bridge generation,2330478405,1752963713,158478854
NBody parallel iterator,354593,550780,55783
NBody parallel reduce,1480936,1642208,148839
NBody sequential,863869,4222157,445551
QuickSort,238938,851011,90347
Travelling Salesman Problem,20771,184020,20012
MergeSort,78508746,121240474,13495488
FrogJump,20384454,30928631,3526864
Life - sequential generation,2109946,8787270,1004904
Life - parallel iterators generation,7086463,5819077,586495
Life - parallel bridge generation,2050441082,1401240737,128972405
NBody parallel iterator,308679,465026,53948
NBody parallel reduce,1581975,1860469,167336
NBody sequential,904914,4052236,442446
QuickSort,259595,807371,88770
Travelling Salesman Problem,20695,78003,9869
MergeSort,75018726,117146856,12836195
FrogJump,8337443,31313213,3483534
Life - sequential generation,2143334,9489783,999442
Life - parallel iterators generation,7208256,6369124,614341
Life - parallel bridge generation,1628685773,1370661042,124119782
NBody parallel iterator,139989,470580,43896
NBody parallel reduce,1402202,1786006,165225
NBody sequential,884521,3955984,442384
QuickSort,245438,861631,93544
Travelling Salesman Problem,32364,91552,20135
MergeSort,75265801,126625530,14252103
FrogJump,10892247,30189620,3430734
Life - sequential generation,1990195,9432776,1023861
Life - parallel iterators generation,6995972,6357223,638837
Life - parallel bridge generation,1673066290,1343523538,129028633
NBody parallel iterator,172077,456481,45533
NBody parallel reduce,1415019,1873653,176930
NBody sequential,858181,3943776,440395
QuickSort,251499,858274,97553
Travelling Salesman Problem,23104,88989,9854
MergeSort,76346455,125760298,13959491
FrogJump,9769137,30517622,3392346
Life - sequential generation,2128371,8839150,1014589
Life - parallel iterators generation,7107518,6186629,608955
Life - parallel bridge generation,1594830346,1428359808,141855128
NBody parallel iterator,399472,466857,45028
NBody parallel reduce,1629209,1756770,160589
NBody sequential,876252,3876028,442262
QuickSort,250514,862791,98150
Travelling Salesman Problem,21269,88928,10037
MergeSort,72225347,144667476,20557738
FrogJump,7947868,31838236,3656991
Life - sequential generation,2082367,8820107,1043230
Life - parallel iterators generation,7129384,6286483,648291
Life - parallel bridge generation,2423801301,1582910315,154940316
NBody parallel iterator,223993,443602,43084
NBody parallel reduce,1287918,1747859,146589
NBody sequential,866172,3894888,430190
QuickSort,243651,933103,100292
Travelling Salesman Problem,25690,71838,9822
MergeSort,73248266,127984963,14027177
FrogJump,10497098,33036780,3645424
Life - sequential generation,2058570,8851723,991363
Life - parallel iterators generation,7001682,6453475,643656
Life - parallel bridge generation,1636810645,1428523382,135618160
NBody parallel iterator,18605,439207,42626
NBody parallel reduce,1316044,1650142,155922
NBody sequential,860655,3940114,434902
QuickSort,253202,851744,90898
Travelling Salesman Problem,21511,193176,19783
MergeSort,70222251,129344517,17768426
FrogJump,8136092,31827433,3538018
Life - sequential generation,2066986,9045204,1019393
Life - parallel iterators generation,7036312,6278549,636097
Life - parallel bridge generation,1681804238,1491883144,132531721
NBody parallel iterator,60518,469542,42565
NBody parallel reduce,1346046,1753414,154836
NBody sequential,919275,3854422,430772
QuickSort,282823,879148,89980
Travelling Salesman Problem,22799,98144,9761
MergeSort,75199381,131085175,14203250
FrogJump,8857717,30812849,3421356
Life - sequential generation,2200253,8993569,1013196
Life - parallel iterators generation,6993862,6591902,657105
Life - parallel bridge generation,1685124182,1862923698,168033520
NBody parallel iterator,193438,453429,42473
NBody parallel reduce,1263358,1655879,145151
NBody sequential,867517,4167409,432592
QuickSort,252352,876767,89735
Travelling Salesman Problem,21030,91247,9884
MergeSort,74385525,137242507,23124237
FrogJump,12095731,30445112,3355887
Life - sequential generation,2138193,9078651,1007750
Life - parallel iterators generation,6861513,6394698,628004
Life - parallel bridge generation,1484003032,1431456235,136255634
NBody parallel iterator,226115,462096,42182
NBody parallel reduce,1515626,1537227,132651
NBody sequential,877143,3978994,442369
QuickSort,250382,856504,94080
Travelling Salesman Problem,23268,189575,19599
MergeSort,73019768,136060809,18614133
FrogJump,8564937,31141583,3456240
Life - sequential generation,2122761,9532324,1003329
Life - parallel iterators generation,7083441,5880723,591436
Life - parallel bridge generation,2161650983,1821033913,182104853
NBody parallel iterator,425235,461180,42779
NBody parallel reduce,1609019,1647212,145411
NBody sequential,891767,3889090,433219
QuickSort,245597,767332,79973
Travelling Salesman Problem,33253,97229,9914
MergeSort,73436682,123967029,13405187
FrogJump,8506129,29008654,3179982
Life - sequential generation,2013045,9086097,1006220
Life - parallel iterators generation,7183016,6158676,603784
Life - parallel bridge generation,1707389482,2011644630,197640749
NBody parallel iterator,301015,574339,52035
NBody parallel reduce,1333971,1756404,157391
NBody sequential,856321,4029164,440640
QuickSort,258754,863524,89918
Travelling Salesman Problem,22301,91858,9915
