name,cpu_time_us,package_energy,core_energy
Travelling Salesman Problem,17927,168640,19645
MergeSort,68546866,118612245,13168175
FrogJump,7202358,29457627,3327842
Life - sequential generation,1811805,8600991,979781
Life - parallel iterators generation,7089371,6746504,635700
Life - parallel bridge generation,1432480708,1235071423,110607173
NBody parallel iterator,166977,538573,52662
NBody parallel reduce,1498504,1845027,168392
NBody sequential,802103,3945119,415824
QuickSort,220329,924253,102035
Travelling Salesman Problem,25458,93993,9731
MergeSort,67417659,129242040,19455832
FrogJump,8557786,45006354,5157140
Life - sequential generation,1754521,8535134,979323
Life - parallel iterators generation,6673299,6400558,628402
Life - parallel bridge generation,1741247914,1374308616,124646361
NBody parallel iterator,392807,340026,42504
NBody parallel reduce,1635231,1637508,156534
NBody sequential,776292,3711965,426686
QuickSort,239097,839658,93789
Travelling Salesman Problem,20521,92224,9776
MergeSort,66251730,113854689,12650590
FrogJump,7304003,28679858,3308350
Life - sequential generation,1851957,8242105,987080
Life - parallel iterators generation,6350926,6790510,659552
Life - parallel bridge generation,1416951305,1252486173,113689833
NBody parallel iterator,290306,439330,43605
NBody parallel reduce,1622213,1524959,145718
NBody sequential,841333,3563284,419511
QuickSort,230058,890745,98517
Travelling Salesman Problem,19185,185913,19507
MergeSort,64561023,129924899,18478866
FrogJump,7197205,29529954,3340403
Life - sequential generation,1809996,8418558,985136
Life - parallel iterators generation,7424870,6519210,635516
Life - parallel bridge generation,1463472207,1245833664,112865438
NBody parallel iterator,157142,455993,42840
NBody parallel reduce,1635135,1847469,168484
NBody sequential,731659,3590079,417002
QuickSort,244303,841917,88403
Travelling Salesman Problem,19468,86059,9823
MergeSort,68749632,121222773,13645274
FrogJump,7123696,29034960,3293371
Life - sequential generation,1798401,8278299,987524
Life - parallel iterators generation,6922773,6464644,639693
Life - parallel bridge generation,1448368626,1240529173,112138596
NBody parallel iterator,397755,437377,42764
NBody parallel reduce,1574951,1639705,145274
NBody sequential,762498,3641775,429991
QuickSort,238455,842711,88021
Travelling Salesman Problem,18350,179199,18773
